offer_id;dealer_plz;dealer_city;dealer_street_house_nr;make;model;price_raw;gear_count_raw;battery_life_raw;frame_size_raw;wheel_size_raw;is_ebike;description_raw
24932664;6394;Chur;Zieglerstrasse 38;Focus;Jam² 6.8;CHF 3300.-;9 Gänge;135 km;57 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
17115843;6338;Winterthur;Zieglerstrasse 18;Trek;Domane SL 6;CHF 740.-;10 Gänge;;47 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
79365219;8688;St. Gallen;Zieglerstrasse 28;Giant;Explore E+ 2;CHF 2870.-;9 Gänge;118 km;51 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
46819907;6283;Bern;Zieglerstrasse 120;Focus;Jam² 6.8;CHF 3770.-;12 Gänge;115 km;60 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
32502199;1741;Aarau;Sonnenbergstrasse 90;Specialized;Turbo Vado 5.0;CHF 3680.-;11 Gänge;118 km;60 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
91193820;4362;Basel;Zieglerstrasse 118;Cube;Kathmandu Hybrid Pro;CHF 2190.-;10 Gänge;155 km;58 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
39848420;4855;Baar;Kellerstrasse 77;Giant;Explore E+ 2;CHF 2510.-;9 Gänge;112 km;60 cm;29 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
79505635;9029;Bern;Zieglerstrasse 94;Bulls;E-Stream EVO AM 4;CHF 3530.-;12 Gänge;111 km;58 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
48242232;3552;St. Gallen;Sonnenbergstrasse 141;Cannondale;Synapse Carbon 3;CHF 950.-;12 Gänge;;55 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
73856707;8799;Chur;Weberstrasse 126;Giant;Explore E+ 2;CHF 3240.-;11 Gänge;158 km;58 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
68043840;7266;Aarau;Weberstrasse 49;Focus;Jam² 6.8;CHF 3010.-;22 Gänge;122 km;46 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
86495217;8266;Aarau;Zieglerstrasse 67;Orbea;Gain D30;CHF 1750.-;10 Gänge;114 km;53 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
75371943;2907;Baar;Steinenvorstadt 140;Cube;Kathmandu Hybrid Pro;CHF 4000.-;22 Gänge;82 km;49 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
19260028;7988;Luzern;Weberstrasse 102;Giant;Explore E+ 2;CHF 2830.-;12 Gänge;118 km;52 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
62043538;6855;Baar;Zieglerstrasse 113;Cube;Kathmandu Hybrid Pro;CHF 2100.-;9 Gänge;114 km;50 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
70333813;4256;Luzern;Zieglerstrasse 30;Specialized;Turbo Vado 5.0;CHF 2770.-;9 Gänge;107 km;59 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
40059323;1970;Baar;Weberstrasse 104;Focus;Jam² 6.8;CHF 4350.-;22 Gänge;143 km;52 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
19407223;7376;Winterthur;Sonnenbergstrasse 50;Scott;Scale 940;CHF 1750.-;12 Gänge;;53 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
50244834;2587;Chur;Steinenvorstadt 47;Trek;Domane SL 6;CHF 2950.-;22 Gänge;;60 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
89272569;3424;Basel;Sonnenbergstrasse 114;Orbea;Gain D30;CHF 2880.-;10 Gänge;102 km;46 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
66579196;5064;Baar;Sonnenbergstrasse 103;Giant;Explore E+ 2;CHF 4660.-;22 Gänge;127 km;59 cm;27.5 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
16886190;4312;Chur;Weberstrasse 71;Giant;Explore E+ 2;CHF 3060.-;10 Gänge;96 km;47 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
72558758;7192;St. Gallen;Zieglerstrasse 75;Focus;Jam² 6.8;CHF 2420.-;11 Gänge;159 km;54 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
85760348;1446;Zürich;Weberstrasse 109;Cannondale;Synapse Carbon 3;CHF 2420.-;22 Gänge;;52 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
79874452;2917;St. Gallen;Weberstrasse 145;Scott;Scale 940;CHF 1970.-;9 Gänge;;49 cm;29 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
64736411;6333;Baar;Sonnenbergstrasse 137;Cube;Kathmandu Hybrid Pro;CHF 3150.-;9 Gänge;81 km;52 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
90306265;8216;Aarau;Steinenvorstadt 47;Trek;Domane SL 6;CHF 1270.-;11 Gänge;;49 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
57328210;2149;St. Gallen;Kellerstrasse 89;Bulls;E-Stream EVO AM 4;CHF 3620.-;12 Gänge;148 km;54 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
70383055;7759;St. Gallen;Kellerstrasse 35;Haibike;Trekking 7;CHF 3370.-;11 Gänge;152 km;46 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
63360796;8895;Winterthur;Sonnenbergstrasse 102;Cannondale;Synapse Carbon 3;CHF 1680.-;12 Gänge;;50 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
81309054;7348;Aarau;Kellerstrasse 120;Scott;Scale 940;CHF 1250.-;9 Gänge;;49 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
44369157;6957;Zürich;Zieglerstrasse 41;Giant;Explore E+ 2;CHF 3650.-;22 Gänge;91 km;59 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
79958412;1400;Luzern;Steinenvorstadt 99;Scott;Scale 940;CHF 1540.-;10 Gänge;;46 cm;29 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
63568824;8202;Baar;Sonnenbergstrasse 50;Focus;Jam² 6.8;CHF 3240.-;12 Gänge;97 km;47 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
75144764;8539;Chur;Steinenvorstadt 52;Cube;Kathmandu Hybrid Pro;CHF 3020.-;11 Gänge;122 km;59 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
54106438;2713;St. Gallen;Weberstrasse 60;Cannondale;Synapse Carbon 3;CHF 1380.-;10 Gänge;;54 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
55630572;7305;Zug;Zieglerstrasse 148;Orbea;Gain D30;CHF 4650.-;22 Gänge;159 km;59 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
75515798;2560;Aarau;Kellerstrasse 51;Scott;Scale 940;CHF 1100.-;10 Gänge;;58 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
41873600;8864;Basel;Sonnenbergstrasse 24;Cube;Kathmandu Hybrid Pro;CHF 3960.-;11 Gänge;129 km;58 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
77399457;5392;St. Gallen;Zieglerstrasse 45;Cube;Kathmandu Hybrid Pro;CHF 3700.-;10 Gänge;113 km;50 cm;29 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
60539917;5784;Zug;Sonnenbergstrasse 140;Scott;Scale 940;CHF 1140.-;11 Gänge;;53 cm;29 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
14192590;8131;Luzern;Steinenvorstadt 4;Bulls;E-Stream EVO AM 4;CHF 2470.-;12 Gänge;123 km;50 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
18461940;8765;Luzern;Zieglerstrasse 73;Specialized;Turbo Vado 5.0;CHF 3140.-;9 Gänge;153 km;54 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
51096776;1051;Aarau;Zieglerstrasse 17;Orbea;Gain D30;CHF 3940.-;22 Gänge;81 km;51 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
30819115;7896;Zürich;Steinenvorstadt 104;Trek;Domane SL 6;CHF 1650.-;11 Gänge;;52 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
36431284;3815;Bern;Sonnenbergstrasse 9;Specialized;Turbo Vado 5.0;CHF 3370.-;11 Gänge;126 km;58 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
63115442;9513;Bern;Zieglerstrasse 11;Cannondale;Synapse Carbon 3;CHF 600.-;10 Gänge;;50 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
10532925;6732;Bern;Kellerstrasse 63;Cannondale;Synapse Carbon 3;CHF 1160.-;10 Gänge;;47 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
90621843;4247;Luzern;Weberstrasse 7;Cube;Kathmandu Hybrid Pro;CHF 3130.-;9 Gänge;106 km;47 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
51506048;2713;Bern;Steinenvorstadt 27;Cannondale;Synapse Carbon 3;CHF 1770.-;10 Gänge;;57 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
71747886;7314;Chur;Weberstrasse 71;Focus;Jam² 6.8;CHF 3310.-;12 Gänge;155 km;55 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
85982904;9421;Baar;Zieglerstrasse 116;Trek;Domane SL 6;CHF 2500.-;22 Gänge;;59 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
63988854;7764;Zug;Steinenvorstadt 67;Focus;Jam² 6.8;CHF 3620.-;10 Gänge;84 km;60 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
96155169;7568;Luzern;Steinenvorstadt 12;Haibike;Trekking 7;CHF 3110.-;12 Gänge;102 km;55 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
11838479;6747;Chur;Sonnenbergstrasse 10;Orbea;Gain D30;CHF 3820.-;11 Gänge;101 km;53 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
96379122;5742;St. Gallen;Weberstrasse 53;Specialized;Turbo Vado 5.0;CHF 4560.-;22 Gänge;150 km;59 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
22836592;7064;Zug;Sonnenbergstrasse 133;Haibike;Trekking 7;CHF 2450.-;10 Gänge;140 km;58 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
18618711;9968;Luzern;Sonnenbergstrasse 74;Giant;Explore E+ 2;CHF 3360.-;11 Gänge;89 km;51 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
11619552;5146;Chur;Zieglerstrasse 80;Orbea;Gain D30;CHF 2550.-;10 Gänge;144 km;56 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
43537935;8443;Basel;Steinenvorstadt 28;Specialized;Turbo Vado 5.0;CHF 2470.-;9 Gänge;81 km;59 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
57537983;5603;Zug;Kellerstrasse 118;Bulls;E-Stream EVO AM 4;CHF 3520.-;22 Gänge;136 km;54 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
54018650;8829;Baar;Steinenvorstadt 17;Giant;Explore E+ 2;CHF 3530.-;22 Gänge;158 km;60 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
96770563;8285;Bern;Weberstrasse 86;Cannondale;Synapse Carbon 3;CHF 1550.-;12 Gänge;;54 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
78733990;7758;Bern;Sonnenbergstrasse 61;Haibike;Trekking 7;CHF 3480.-;11 Gänge;158 km;54 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
54473068;9461;Bern;Steinenvorstadt 69;Cannondale;Synapse Carbon 3;CHF 1660.-;11 Gänge;;55 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
23566863;7845;Luzern;Kellerstrasse 148;Scott;Scale 940;CHF 1460.-;12 Gänge;;54 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
17630590;4657;Baar;Weberstrasse 55;Scott;Scale 940;CHF 2480.-;10 Gänge;;52 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
83762045;7700;St. Gallen;Steinenvorstadt 58;Focus;Jam² 6.8;CHF 4010.-;10 Gänge;132 km;46 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
73252510;5902;Baar;Sonnenbergstrasse 13;Cube;Kathmandu Hybrid Pro;CHF 3230.-;11 Gänge;150 km;59 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
96815609;3655;Chur;Steinenvorstadt 72;Specialized;Turbo Vado 5.0;CHF 3510.-;9 Gänge;87 km;50 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
73003515;5894;Chur;Zieglerstrasse 148;Cannondale;Synapse Carbon 3;CHF 1530.-;9 Gänge;;58 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
46360502;9944;Chur;Weberstrasse 85;Orbea;Gain D30;CHF 3380.-;12 Gänge;111 km;59 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
33035086;9972;Aarau;Steinenvorstadt 39;Cube;Kathmandu Hybrid Pro;CHF 3670.-;22 Gänge;129 km;53 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
54356036;6977;Zürich;Steinenvorstadt 19;Trek;Domane SL 6;CHF 1210.-;11 Gänge;;59 cm;28 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
17485897;1773;Aarau;Sonnenbergstrasse 27;Cannondale;Synapse Carbon 3;CHF 1420.-;12 Gänge;;46 cm;27.5 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
57695499;6472;St. Gallen;Weberstrasse 138;Giant;Explore E+ 2;CHF 4390.-;22 Gänge;149 km;52 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
76760359;9635;Zug;Kellerstrasse 36;Focus;Jam² 6.8;CHF 2700.-;12 Gänge;84 km;57 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
79956346;7017;St. Gallen;Steinenvorstadt 92;Focus;Jam² 6.8;CHF 3280.-;9 Gänge;90 km;55 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
96365510;3971;Zug;Zieglerstrasse 139;Cannondale;Synapse Carbon 3;CHF 2360.-;12 Gänge;;53 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
95853871;1864;Zug;Sonnenbergstrasse 8;Trek;Domane SL 6;CHF 1730.-;10 Gänge;;57 cm;29 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
10904253;3077;Basel;Kellerstrasse 119;Giant;Explore E+ 2;CHF 2650.-;12 Gänge;148 km;52 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
22373795;7813;Chur;Steinenvorstadt 57;Orbea;Gain D30;CHF 3410.-;11 Gänge;151 km;58 cm;28 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
59735424;6075;Basel;Weberstrasse 108;Haibike;Trekking 7;CHF 3430.-;9 Gänge;134 km;47 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
83668480;3749;Aarau;Weberstrasse 58;Cannondale;Synapse Carbon 3;CHF 1660.-;11 Gänge;;60 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
40537574;5346;Basel;Weberstrasse 95;Bulls;E-Stream EVO AM 4;CHF 4860.-;22 Gänge;120 km;49 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
29690673;2462;Luzern;Zieglerstrasse 21;Cube;Kathmandu Hybrid Pro;CHF 2000.-;9 Gänge;112 km;57 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
47348721;3445;Zürich;Weberstrasse 39;Specialized;Turbo Vado 5.0;CHF 2400.-;12 Gänge;156 km;48 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
74651603;7837;St. Gallen;Sonnenbergstrasse 144;Cube;Kathmandu Hybrid Pro;CHF 3050.-;11 Gänge;119 km;50 cm;27.5 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
47501636;3707;Bern;Zieglerstrasse 99;Bulls;E-Stream EVO AM 4;CHF 3730.-;12 Gänge;97 km;56 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
38891903;8062;Bern;Sonnenbergstrasse 46;Bulls;E-Stream EVO AM 4;CHF 3940.-;12 Gänge;135 km;57 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
94924520;2656;Basel;Steinenvorstadt 104;Scott;Scale 940;CHF 1730.-;11 Gänge;;51 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
53777592;6513;Aarau;Zieglerstrasse 14;Trek;Domane SL 6;CHF 1200.-;9 Gänge;;48 cm;27.5 Zoll;0;Leichtes Carbon-Rennrad mit hervorragender Dämpfung und Aerodynamik.
44222457;5264;Zug;Sonnenbergstrasse 97;Orbea;Gain D30;CHF 4180.-;22 Gänge;138 km;49 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
78290851;6830;Bern;Steinenvorstadt 132;Cannondale;Synapse Carbon 3;CHF 2230.-;11 Gänge;;51 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
52392501;1578;Zug;Kellerstrasse 147;Specialized;Turbo Vado 5.0;CHF 3520.-;22 Gänge;122 km;50 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
94700976;6995;Basel;Kellerstrasse 38;Cannondale;Synapse Carbon 3;CHF 3020.-;12 Gänge;;59 cm;29 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
85972192;5707;Basel;Steinenvorstadt 32;Haibike;Trekking 7;CHF 1910.-;11 Gänge;125 km;60 cm;28 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
64003112;7732;Zug;Weberstrasse 25;Bulls;E-Stream EVO AM 4;CHF 3560.-;11 Gänge;101 km;47 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
16085772;5757;Basel;Zieglerstrasse 49;Specialized;Turbo Vado 5.0;CHF 3790.-;12 Gänge;102 km;60 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
93819091;2133;Chur;Zieglerstrasse 20;Scott;Scale 940;CHF 1390.-;10 Gänge;;48 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
74778960;8894;Basel;Sonnenbergstrasse 38;Bulls;E-Stream EVO AM 4;CHF 2370.-;9 Gänge;149 km;57 cm;28 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
14726480;7595;Zug;Weberstrasse 30;Scott;Scale 940;CHF 1510.-;11 Gänge;;52 cm;27.5 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
34738433;1510;St. Gallen;Zieglerstrasse 32;Giant;Explore E+ 2;CHF 3140.-;10 Gänge;89 km;50 cm;28 Zoll;1;Vielseitiges E-Bike mit komfortabler Sitzposition und hoher Reichweite.
36324444;5212;Baar;Zieglerstrasse 84;Scott;Scale 940;CHF 1250.-;9 Gänge;;50 cm;29 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
65550192;4577;Luzern;Sonnenbergstrasse 73;Orbea;Gain D30;CHF 3650.-;11 Gänge;104 km;58 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
38255804;5854;Bern;Weberstrasse 64;Specialized;Turbo Vado 5.0;CHF 2690.-;11 Gänge;120 km;54 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
25857029;4638;Luzern;Weberstrasse 61;Orbea;Gain D30;CHF 3360.-;12 Gänge;128 km;54 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
24653549;2374;Basel;Weberstrasse 65;Scott;Scale 940;CHF 1500.-;22 Gänge;;60 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
82235798;8889;St. Gallen;Zieglerstrasse 79;Focus;Jam² 6.8;CHF 2960.-;11 Gänge;136 km;50 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
11922643;3173;Aarau;Kellerstrasse 20;Focus;Jam² 6.8;CHF 3960.-;9 Gänge;160 km;47 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
99945050;1281;St. Gallen;Zieglerstrasse 85;Haibike;Trekking 7;CHF 2970.-;11 Gänge;149 km;55 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
89925109;1897;St. Gallen;Sonnenbergstrasse 55;Focus;Jam² 6.8;CHF 3440.-;9 Gänge;120 km;57 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
55548174;8168;Aarau;Zieglerstrasse 66;Cannondale;Synapse Carbon 3;CHF 1180.-;11 Gänge;;49 cm;28 Zoll;0;Komfortables Endurance-Rennrad mit vibrationsdämpfendem Rahmen.
83223824;7019;Zürich;Weberstrasse 6;Haibike;Trekking 7;CHF 2750.-;12 Gänge;94 km;57 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
40302959;5561;Luzern;Sonnenbergstrasse 56;Haibike;Trekking 7;CHF 3540.-;10 Gänge;115 km;53 cm;27.5 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
16296817;8137;Baar;Sonnenbergstrasse 31;Orbea;Gain D30;CHF 3400.-;10 Gänge;86 km;55 cm;27.5 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
96727960;6812;Winterthur;Steinenvorstadt 38;Specialized;Turbo Vado 5.0;CHF 2640.-;10 Gänge;103 km;58 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
51539828;5430;Aarau;Steinenvorstadt 94;Focus;Jam² 6.8;CHF 3230.-;10 Gänge;82 km;58 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
27274804;7107;Zürich;Zieglerstrasse 68;Scott;Scale 940;CHF 1930.-;22 Gänge;;51 cm;29 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
42222600;1268;Zürich;Sonnenbergstrasse 45;Specialized;Turbo Vado 5.0;CHF 3350.-;22 Gänge;104 km;46 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
56251789;7150;Basel;Steinenvorstadt 136;Haibike;Trekking 7;CHF 3590.-;9 Gänge;123 km;55 cm;29 Zoll;1;Robustes E-Trekkingbike mit großem Akku für lange Touren.
26930294;5982;Zug;Steinenvorstadt 76;Scott;Scale 940;CHF 2550.-;22 Gänge;;57 cm;28 Zoll;0;Hardtail-Mountainbike mit Aluminiumrahmen und präzisem Handling.
61467279;4991;Baar;Kellerstrasse 105;Specialized;Turbo Vado 5.0;CHF 2970.-;9 Gänge;119 km;46 cm;29 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
97926410;9434;Bern;Weberstrasse 54;Bulls;E-Stream EVO AM 4;CHF 3780.-;22 Gänge;118 km;53 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
75317122;4019;Baar;Kellerstrasse 130;Specialized;Turbo Vado 5.0;CHF 3830.-;22 Gänge;117 km;52 cm;28 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
72745065;9794;Bern;Weberstrasse 7;Focus;Jam² 6.8;CHF 3230.-;12 Gänge;121 km;56 cm;29 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
56722664;9100;Zug;Kellerstrasse 12;Specialized;Turbo Vado 5.0;CHF 2800.-;12 Gänge;136 km;60 cm;27.5 Zoll;1;Leistungsstarkes E-Bike für Stadt und Tour mit integrierter Beleuchtung.
64378904;7172;Luzern;Zieglerstrasse 94;Cube;Kathmandu Hybrid Pro;CHF 2900.-;9 Gänge;160 km;49 cm;28 Zoll;1;E-Trekkingbike mit Bosch Performance CX Motor und hoher Reichweite.
35506576;4347;Zug;Weberstrasse 85;Orbea;Gain D30;CHF 4100.-;22 Gänge;130 km;54 cm;29 Zoll;1;Leichtes E-Rennrad mit natürlichem Fahrgefühl und dezentem Motor.
12172113;3039;Luzern;Sonnenbergstrasse 2;Focus;Jam² 6.8;CHF 3200.-;10 Gänge;152 km;60 cm;27.5 Zoll;1;Hochwertiges E-Mountainbike mit ausgezeichneter Geometrie für Trails.
